doc,error
"{'DocumentBillID': '145322', 'BillID': 321249, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143804.doc', 'LastUpdatedDate': '2010-08-05T17:29:43.56'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143804.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D20F90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '145325', 'BillID': 321251, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143807.doc', 'LastUpdatedDate': '2010-08-05T17:29:44.013'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143807.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D23290>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '145326', 'BillID': 321256, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143808..doc', 'LastUpdatedDate': '2010-11-26T14:00:20.083'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143808..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D29550>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '145329', 'BillID': 321257, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143811.doc', 'LastUpdatedDate': '2010-08-05T17:29:44.577'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143811.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D2B750>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '145331', 'BillID': 321258, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143813.doc', 'LastUpdatedDate': '2010-08-05T17:29:44.85'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143813.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D319D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '145332', 'BillID': 321260, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143814.doc', 'LastUpdatedDate': '2010-08-05T17:29:44.987'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143814.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000013630D33C10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144869', 'BillID': 319347, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143351.doc', 'LastUpdatedDate': '2010-08-05T17:28:40.373'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143351.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B588210>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11001] getaddrinfo failed)""))"
"{'DocumentBillID': '144870', 'BillID': 319348, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143352.doc', 'LastUpdatedDate': '2010-08-05T17:28:40.513'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143352.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B659750>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144873', 'BillID': 319349, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143355.doc', 'LastUpdatedDate': '2010-08-05T17:28:40.973'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143355.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B65B990>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144875', 'BillID': 319350, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143357.doc', 'LastUpdatedDate': '2010-08-05T17:28:41.247'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143357.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B65DC10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144877', 'BillID': 319351, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143359.doc', 'LastUpdatedDate': '2010-08-05T17:28:41.507'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143359.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B65FE90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144879', 'BillID': 319352, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143361.doc', 'LastUpdatedDate': '2010-08-05T17:28:41.777'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143361.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361B5C6190>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144881', 'BillID': 319353, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143363.doc', 'LastUpdatedDate': '2010-08-05T17:28:42.047'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143363.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB90290>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144883', 'BillID': 319354, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143365.doc', 'LastUpdatedDate': '2010-08-05T17:28:42.33'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143365.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB924D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144885', 'BillID': 319355, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143367.doc', 'LastUpdatedDate': '2010-08-05T17:28:42.61'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143367.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB94790>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144887', 'BillID': 319356, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143369.doc', 'LastUpdatedDate': '2010-08-05T17:28:42.877'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143369.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB969D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144889', 'BillID': 319357, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143371.doc', 'LastUpdatedDate': '2010-08-05T17:28:43.143'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143371.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB98C50>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144891', 'BillID': 319358, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143373.doc', 'LastUpdatedDate': '2010-08-05T17:28:43.403'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143373.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB9AE50>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144893', 'BillID': 319359, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143375.doc', 'LastUpdatedDate': '2010-08-05T17:28:43.683'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143375.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BAE90D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144894', 'BillID': 319360, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143376.doc', 'LastUpdatedDate': '2010-08-05T17:28:43.82'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143376.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BAEB310>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144897', 'BillID': 319413, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143379.doc', 'LastUpdatedDate': '2010-08-05T17:28:44.23'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143379.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB395D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144900', 'BillID': 319417, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143382.doc', 'LastUpdatedDate': '2010-08-05T17:28:44.71'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143382.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB3B750>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144902', 'BillID': 319418, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143384.doc', 'LastUpdatedDate': '2010-08-05T17:28:44.997'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143384.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB81810>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144905', 'BillID': 319420, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143387.doc', 'LastUpdatedDate': '2010-08-05T17:28:45.41'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143387.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB83790>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144907', 'BillID': 319421, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143389..doc', 'LastUpdatedDate': '2011-02-23T18:01:13.72'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143389..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB11850>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144913', 'BillID': 319435, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143395.doc', 'LastUpdatedDate': '2010-08-05T17:28:46.487'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143395.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB13850>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144916', 'BillID': 319438, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143398.doc', 'LastUpdatedDate': '2010-08-05T17:28:46.897'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143398.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB1D990>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144918', 'BillID': 319439, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143400.doc', 'LastUpdatedDate': '2010-08-05T17:28:47.17'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143400.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB1FD10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144920', 'BillID': 319440, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143402.doc', 'LastUpdatedDate': '2010-08-05T17:28:47.433'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143402.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BAF2210>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144922', 'BillID': 319441, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143404.doc', 'LastUpdatedDate': '2010-08-05T17:28:47.71'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143404.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB4C6D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144924', 'BillID': 319442, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143406.doc', 'LastUpdatedDate': '2010-08-05T17:28:47.99'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143406.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB4E950>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144927', 'BillID': 319446, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143409..doc', 'LastUpdatedDate': '2011-07-03T00:28:04.51'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143409..doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB2CC50>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144929', 'BillID': 319447, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143411.doc', 'LastUpdatedDate': '2010-08-05T17:28:48.697'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143411.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB2F110>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144931', 'BillID': 319449, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143413.doc', 'LastUpdatedDate': '2010-08-05T17:28:48.97'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143413.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BBB5610>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144933', 'BillID': 319450, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143415.doc', 'LastUpdatedDate': '2010-08-05T17:28:49.237'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143415.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BBB7B10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144935', 'BillID': 319452, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143417.doc', 'LastUpdatedDate': '2010-08-05T17:28:49.5'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143417.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BBC5E50>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144937', 'BillID': 319453, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143419.doc', 'LastUpdatedDate': '2010-08-05T17:28:49.773'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143419.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB9C1D0>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144939', 'BillID': 319454, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143421.doc', 'LastUpdatedDate': '2010-08-05T17:28:50.06'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143421.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB9E610>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144941', 'BillID': 319455, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143423.doc', 'LastUpdatedDate': '2010-08-05T17:28:50.327'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143423.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB6CB10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144944', 'BillID': 319458, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143426.doc', 'LastUpdatedDate': '2010-08-05T17:28:50.74'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143426.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB6EE90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144948', 'BillID': 319470, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143430.doc', 'LastUpdatedDate': '2010-08-05T17:28:51.303'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143430.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB15310>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144950', 'BillID': 319472, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143432.doc', 'LastUpdatedDate': '2010-08-05T17:28:51.573'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143432.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB17790>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144952', 'BillID': 319473, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143434.doc', 'LastUpdatedDate': '2010-08-05T17:28:51.847'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143434.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB0DB10>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
"{'DocumentBillID': '144953', 'BillID': 319474, 'GroupTypeID': 1, 'GroupTypeDesc': 'הצעת חוק לדיון מוקדם', 'ApplicationID': 1, 'ApplicationDesc': 'DOC', 'FilePath': 'https://fs.knesset.gov.il//18/law/18_lst  _143435.doc', 'LastUpdatedDate': '2010-08-05T17:28:51.983'}","HTTPSConnectionPool(host='fs.knesset.gov.il', port=443): Max retries exceeded with url: //18/law/18_lst%20%20_143435.doc (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001361BB0FD90>: Failed to resolve 'fs.knesset.gov.il' ([Errno 11002] getaddrinfo failed)""))"
